sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Addition description,matchScore,mappingStatus,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
746.01.1,PULMONARY VALVE ATRESIA INTACT VENTRICULAR SEPTUM,1,,,0.82,APPROVED,4112085,Pulmonary atresia with intact ventricular septum,SNOMED,Condition,S,0,1,Clinical Finding,253590009,20020131,20991231,
41.19,OTHER STAPHYLOCOCCUS,1,,,0.9,APPROVED,4327861,Bacteremia due to Staphylococcus aureus,SNOMED,Condition,S,1,1,Clinical Finding,428763004,20080131,20991231,
V30.00.06,PREMATURE SINGLE LIVEBORN  BORN IN HOSPITAL  - LGA,49,,,0.56,APPROVED,4217564,Premature infant,SNOMED,Condition,S,25,1,Clinical Finding,395507008,20030131,20991231,
424.3.01,PULMONIC REGURGITATION,2,,,1,APPROVED,4237202,Pulmonic valve regurgitation,SNOMED,Condition,S,9,3,Clinical Finding,91434003,20020131,20991231,
271.0.05,G6PD DEFICIENCY,183,,,0.91,APPROVED,4269764,Glucose-6-phosphate dehydrogenase deficiency anemia,SNOMED,Condition,S,6,5,Clinical Finding,62403005,20020131,20991231,
746.01.9,ATRESIA OF PULMONARY VALVE CONGENITAL,1,,,0.96,APPROVED,320206,Congenital atresia of pulmonary valve,SNOMED,Condition,S,5,3,Clinical Finding,204342004,20020131,20991231,
282.2.07,G6PD DEFICIENCY,14,,,0.91,APPROVED,4269764,Glucose-6-phosphate dehydrogenase deficiency anemia,SNOMED,Condition,S,6,5,Clinical Finding,62403005,20020131,20991231,
424.3.03,PULMONIC STENOSIS,7,,,1,APPROVED,4209011,Pulmonic valve stenosis,SNOMED,Condition,S,11,3,Clinical Finding,56786000,20020131,20991231,
239.0.02,GASTRIC TUMOR,1,,,0.69,APPROVED,40489469,Gastric wall tumor,SNOMED,Condition,S,4,1,Clinical Finding,448373008,20110731,20991231,
V30.00.6,PREMATURE SINGLE LIVEBORN  BORN IN HOSPITAL  - LGA,1,,,0.56,APPROVED,36712932,Large for gestational age newborn,SNOMED,Condition,S,0,1,Clinical Finding,1.56E+16,20170131,20991231,
427.61.01,ATRIAL PREMATURE BEATS,3,,,0.87,APPROVED,4236004,Ectopic atrial beats,SNOMED,Condition,S,0,1,Clinical Finding,406461004,20040131,20991231,
456.8.01,GASTRIC VARICES,1,,,1,APPROVED,4237824,Gastric varices,SNOMED,Condition,S,2,3,Clinical Finding,91109007,20020131,20991231,
593.89.06,PYELECTASIA,1,,,1,APPROVED,4059137,Pyelectasia,SNOMED,Condition,S,2,2,Clinical Finding,197820003,20020131,20991231,
425.4.07,cardiomyopathy unspecified,9,,,0.71,APPROVED,321319,Cardiomyopathy,SNOMED,Condition,S,32,1,Clinical Finding,85898001,20020131,20991231,
593.89.6,PYELECTASIA,1,,,1,APPROVED,4059137,Pyelectasia,SNOMED,Condition,S,2,2,Clinical Finding,197820003,20020131,20991231,
V33.00.02,TWIN B BORN IN HOSPITAL DELIVERED WITHOUT CESAREAN SECTION,120,,,0.82,APPROVED,42535052,Twin live born in hospital by vaginal delivery,SNOMED,Condition,S,0,1,Clinical Finding,1.51E+14,20180131,20991231,
791.9.01,PYURIA - BACTERIURIA,12,,,0.7,APPROVED,4167328,Pyuria,SNOMED,Condition,S,2,1,Clinical Finding,4800001,20020131,20991231,
791.9.01,PYURIA - BACTERIURIA,12,,,0.7,APPROVED,4265485,Bacteriuria,SNOMED,Condition,S,2,3,Clinical Finding,61373006,20020131,20991231,
745.5.09,ATRIAL SEPTAL DEFECT OSTIUM SECUNDUM,12,,,0.86,APPROVED,434467,Ostium secundum type atrial septal defect,SNOMED,Condition,S,4,1,Clinical Finding,204315000,20020131,20991231,
9.1,GASTROENTERITIS PRESUMED  INFECTIOUS,15,,,0.72,APPROVED,4211852,Gastroenteritis presumed infectious,SNOMED,Condition,S,0,2,Clinical Finding,57419008,20020131,20991231,
747.21.06,OVERRIDING AORTA,1,,,1,APPROVED,4273708,Overriding aorta,SNOMED,Condition,S,3,3,Clinical Finding,63934006,20020131,20991231,
745.69.03,ATRIOVENTRICULAR CANAL TYPE VENTRICULAR SEPTAL DEFECT,1,,,1,APPROVED,4235784,Common atrioventricular canal,SNOMED,Condition,S,1,2,Clinical Finding,360481003,20020131,20991231,
v02.51,GBS- group B streptococcus carrier,52,,,0.77,APPROVED,43530695,Group B Streptococcus carrier,SNOMED,Condition,S,0,1,Clinical Finding,1.63E+12,20120901,20991231,
755.66.05,OVERRIDING TOE,12,,,1,APPROVED,4067857,Overriding toes,SNOMED,Condition,S,3,5,Clinical Finding,203541003,20020131,20991231,
V30.00.4,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - AGA,2,,,0.78,APPROVED,4080889,Normal birth weight,SNOMED,Condition,S,0,1,Clinical Finding,276712009,20020131,20991231,
V83.89.9,GENETIC CARRIER STATUS,1,,,0.81,APPROVED,4168318,Genetic disorder carrier,SNOMED,Condition,S,25,1,Clinical Finding,47461006,20020131,20991231,
709.09.09,Other disorder of skin,1,,,0.86,APPROVED,4317258,Disorder of skin,SNOMED,Condition,S,129,2,Clinical Finding,95320005,20020131,20991231,
v47.5,other genital problems,1,,,0.68,APPROVED,200452,Disorder of female genital organs,SNOMED,Condition,S,29,1,Clinical Finding,244938009,20020131,20991231,
782.61.09,PALLOR,1,,,1,APPROVED,42574257,Pallor,SNOMED Veterinary,Condition,S,0,2,Clinical Finding,4.48E+13,20080829,20991231,
713.5.01,CHARCOTS JOINT WITH DIABETES MELLITUS,1,,,0.6,APPROVED,4087682,Diabetic foot,SNOMED,Condition,S,1,3,Clinical Finding,280137006,20020131,20991231,
54.1,GENITAL HERPES UNSPECIFIED,4,,,0.66,APPROVED,74855,Genital herpes simplex,SNOMED,Condition,S,8,3,Clinical Finding,33839006,20020131,20991231,
V33.00.09,TWINS BORN IN HOSPITAL  DELIVERED WITHOUT CESAREAN SECTION,15,,,0.73,APPROVED,42535052,Twin live born in hospital by vaginal delivery,SNOMED,Condition,S,0,1,Clinical Finding,1.51E+14,20180131,20991231,
V30.00.05,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - SGA,39,,,0.71,APPROVED,4217564,Premature infant,SNOMED,Condition,S,25,1,Clinical Finding,395507008,20030131,20991231,
v40.2,other mentals problems,1,,,0.58,APPROVED,4131548,Mental health problem,SNOMED,Condition,S,0,1,Clinical Finding,413307004,20040731,20991231,
41.01,BACTERIAL INFECTION BY STREPTOCOCCUS GROUP A,1,,,0.87,APPROVED,40484640,Infection by Streptococcus group C,SNOMED,Condition,S,0,1,Clinical Finding,444066001,20100131,20991231,
348.4.03,CHIARI MALFORMATION TYPE I,1,,,1,APPROVED,4100706,Chiari malformation type I,SNOMED,Condition,S,1,1,Clinical Finding,253185002,20020131,20991231,
54.1,GENITAL HERPES UNSPECIFIED,6,,,0.66,APPROVED,74855,Genital herpes simplex,SNOMED,Condition,S,8,3,Clinical Finding,33839006,20020131,20991231,
553.1.02,PARAUMBILICAL HERNIA,5,,,1,APPROVED,4106709,Paraumbilical hernia,SNOMED,Condition,S,4,1,Clinical Finding,29862005,20020131,20991231,
782.0.07,PARESTHESIA,2,,,1,APPROVED,4236484,Paresthesia,SNOMED,Condition,S,11,2,Clinical Finding,91019004,20020131,20991231,
V30.00.5,PREMATURE SINGLE LIVEBORN BORN IN HOSPITAL - SGA,3,,,0.71,APPROVED,4145947,Small for gestational age fetus,SNOMED,Condition,S,5,1,Clinical Finding,267258002,20020131,20991231,
583.9.09,GLOMERULONEPHRITIS  NEPHRITIS,2,,,0.65,APPROVED,4263367,Glomerulonephritis,SNOMED,Condition,S,36,2,Clinical Finding,36171008,20020131,20991231,
756.83.01,CUTIS LAXA,1,,,1,APPROVED,4242416,Cutis laxa,SNOMED,Condition,S,14,2,Clinical Finding,58588007,20020131,20991231,
289.81.7,prothrombin gene mutation,9,,,0.72,APPROVED,4261810,Prothrombin G20210A mutation,SNOMED,Condition,S,2,1,Clinical Finding,440989002,20090131,20991231,
41.02,BACTERIAL INFECTION BY STREPTOCOCCUS GRPUP B,7,,,0.68,APPROVED,4143698,Streptococcus agalactiae infection,SNOMED,Condition,S,9,1,Clinical Finding,426933007,20070731,20991231,
V33.00.9,TWINS BORN IN HOSPITAL  DELIVERED WITHOUT CESAREAN SECTION,4,,,0.73,APPROVED,42535052,Twin live born in hospital by vaginal delivery,SNOMED,Condition,S,0,1,Clinical Finding,1.51E+14,20180131,20991231,
782.61.01,CUTIS MARMORATA,1,,,1,APPROVED,4097377,Cutis marmorata,SNOMED,Condition,S,0,4,Clinical Finding,26825009,20020131,20991231,
588.89.1,RENAL TUBULAR ACIDOSIS,1,,,1,APPROVED,4070448,Renal tubular acidosis,SNOMED,Condition,S,6,3,Clinical Finding,1776003,20020131,20991231,
424.3.09,pulmonary valve disorders,1,,,0.97,APPROVED,319845,Pulmonary valve disorder,SNOMED,Condition,S,5,3,Clinical Finding,76267008,20020131,20991231,
427.0.02,PAROXYSMAL ATRIAL TACHYCARDIA,2,,,1,APPROVED,4108830,Atrial paroxysmal tachycardia,SNOMED,Condition,S,0,2,Clinical Finding,195069001,20020131,20991231,
593.9.09,renal disease,9,,,1,APPROVED,198124,Kidney disease,SNOMED,Condition,S,101,3,Clinical Finding,90708001,20020131,20991231,
759.0.07,CYST OF SPLEEN CONGENITAL,1,,,0.92,APPROVED,4245346,Congenital cyst of spleen,SNOMED,Condition,S,0,2,Clinical Finding,93049005,20020131,20991231,
41.02,BACTERIAL INFECTION BY STREPTOCOCCUS GRPUP B,10,,,0.68,APPROVED,40484640,Infection by Streptococcus group C,SNOMED,Condition,S,0,1,Clinical Finding,444066001,20100131,20991231,
V30.01.04,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - AGA,125,,,0.7,APPROVED,4217564,Premature infant,SNOMED,Condition,S,25,1,Clinical Finding,395507008,20030131,20991231,
41.85,GRAM NEGATIVE INFECTION,4,,,0.83,APPROVED,435742,Disease due to Gram-negative bacteria,SNOMED,Condition,S,36,1,Clinical Finding,371583007,20020731,20991231,
427.0.01,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA,2,,,1,APPROVED,317893,Paroxysmal supraventricular tachycardia,SNOMED,Condition,S,5,3,Clinical Finding,67198005,20020131,20991231,
345.10.9,GRAND MAL,8,,,0.72,APPROVED,373748,Grand mal status,SNOMED,Condition,S,2,3,Clinical Finding,13973009,20020131,20991231,
593.9.02,renal function impairment,2,,,0.81,APPROVED,4030518,Renal impairment,SNOMED,Condition,S,9,2,Clinical Finding,236423003,20020131,20991231,
z65.29.2,CYSTECTOMY OF OVARY LAPAROTOMY,7,,,0.59,APPROVED,762484,Complex ovarian cyst,SNOMED,Condition,S,2,1,Clinical Finding,4.21E+11,20110801,20991231,
567.29.0,BACTERIAL PERITONITIS,1,,,1,APPROVED,4026017,Bacterial peritonitis,SNOMED,Condition,S,13,2,Clinical Finding,197171003,20020131,20991231,
477.9.09,HAY FEVER,1,,,1,APPROVED,4280726,Seasonal allergic rhinitis,SNOMED,Condition,S,2,4,Clinical Finding,367498001,20020131,20991231,
784.0.01,HEADACHE,93,,,1,APPROVED,378253,Headache,SNOMED,Condition,S,41,2,Clinical Finding,25064002,20020131,20991231,
595.9.09,CYSTITIS UNSPECIFIED,1,,,0.75,APPROVED,195588,Cystitis,SNOMED,Condition,S,21,3,Clinical Finding,38822007,20020131,20991231,
553.1.01,UMBILICAL HERNIA,29,,,1,APPROVED,4245842,Umbilical hernia,SNOMED,Condition,S,10,2,Clinical Finding,396347007,20030731,20991231,
528.4.09,CYSTS OF ORAL SOFT TISSUE,1,,,0.84,APPROVED,135303,Cyst of oral soft tissue,SNOMED,Condition,S,10,7,Clinical Finding,196546001,20020131,20991231,
746.4.01,BICUSPID AORTIC VALVE,8,,,1,APPROVED,4218450,Bicuspid aortic valve,SNOMED,Condition,S,4,2,Clinical Finding,72352009,20020131,20991231,
V30.01.06,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - LGA,35,,,0.68,APPROVED,4217564,Premature infant,SNOMED,Condition,S,25,1,Clinical Finding,395507008,20030131,20991231,
795.79.2,ELEVATED ANTIBODY TITER,2,,,0.82,APPROVED,40480500,High antibody titer,SNOMED,Condition,S,1,2,Clinical Finding,441781003,20090731,20991231,
078.51.09,CYTOMEGALIC INCLUSION DISEASE,1,,,1,APPROVED,440032,Cytomegalovirus infection,SNOMED,Condition,S,21,1,Clinical Finding,28944009,20020131,20991231,
79.98,UNSPECIFIED CHLAMIDIAL INFECTION,1,,,0.53,APPROVED,438066,Chlamydial infection,SNOMED,Condition,S,14,1,Clinical Finding,105629000,20020131,20991231,
745.5.01,PATENT FORAMEN OVALE,118,,,1,APPROVED,4070299,Patent foramen ovale,SNOMED,Condition,S,2,2,Clinical Finding,204317008,20020131,20991231,
790.5.05,ELEVATED LIVER ENZYMES,23,,,0.93,APPROVED,45769139,Elevated liver enzymes level,SNOMED,Condition,S,1,2,Clinical Finding,707724006,20150131,20991231,
298.9.09,UNSPECIFIED PSYCHOSIS,2,,,0.67,APPROVED,436073,Psychotic disorder,SNOMED,Condition,S,37,1,Clinical Finding,69322001,20020131,20991231,
78.51,CYTOMEGALIC INCLUSION DISEASE,1,,,1,APPROVED,440032,Cytomegalovirus infection,SNOMED,Condition,S,21,1,Clinical Finding,28944009,20020131,20991231,
423.9.02,PERICARDIAL EFFUSION,5,,,1,APPROVED,4161701,Pericardial effusion,SNOMED,Condition,S,17,1,Clinical Finding,373945007,20020731,20991231,
V30.01.6,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - LGA,1,,,0.68,APPROVED,36712932,Large for gestational age newborn,SNOMED,Condition,S,0,1,Clinical Finding,1.56E+16,20170131,20991231,
789.09.4,UPPER ABDOMINAL PAIN,12,,,1,APPROVED,4306292,Upper abdominal pain,SNOMED,Condition,S,6,1,Clinical Finding,83132003,20020131,20991231,
790.6.02,ELEVATED LIVER FUNCTION TESTS,5,,,0.85,APPROVED,45769139,Elevated liver enzymes level,SNOMED,Condition,S,1,2,Clinical Finding,707724006,20150131,20991231,
v23.3,supervision of high risk pregnancy with grandmultiparity,9,,,0.72,APPROVED,437937,Grand multipara,SNOMED,Condition,S,9,1,Clinical Finding,18656007,20020131,20991231,
340.0.01,MULTIPLE SCLEROSIS  PRIMARY  PROGRESSIVE,1,,,0.67,APPROVED,4178929,Primary progressive multiple sclerosis,SNOMED,Condition,S,0,1,Clinical Finding,428700003,20080131,20991231,
593.89.7,URETEROCELE,1,,,1,APPROVED,192440,Ureterocele,SNOMED,Condition,S,5,1,Clinical Finding,12818004,20020131,20991231,
768.3.01,PERINATAL STRESS,52,,,0.73,FLAGGED,4105262,Perinatal hypoxia,SNOMED,Condition,S,2,3,Clinical Finding,281579001,20020131,20991231,
786.59.4,MUSCULOSKELETAL CHEST PAIN,4,,,1,APPROVED,4092930,Musculoskeletal chest pain,SNOMED,Condition,S,9,2,Clinical Finding,281245003,20020131,20991231,
560.9.09,BOWEL OBSTRUCTION,9,,,1,APPROVED,193518,Intestinal obstruction,SNOMED,Condition,S,37,2,Clinical Finding,81060008,20020131,20991231,
729.1.08,MUSCULOSKELETAL PAIN,11,,,1,APPROVED,4150129,Musculoskeletal pain,SNOMED,Condition,S,11,2,Clinical Finding,279069000,20020131,20991231,
V30.01.05,PREMATURE SINGLE LIVEBORN DELIVERED BY CESAREAN SECTION - SGA,25,,,0.65,APPROVED,4217564,Premature infant,SNOMED,Condition,S,25,1,Clinical Finding,395507008,20030131,20991231,
747.3.01,PERIPHERAL PULMONARY ARTERY STENOSIS - CONGENITAL,22,,,0.92,APPROVED,43021861,Congenital peripheral pulmonary artery stenosis,SNOMED,Condition,S,1,4,Clinical Finding,2.86E+14,20130131,20991231,
625.8.01,UTERINE MASS,1,,,1,APPROVED,45757399,Mass of uterus,SNOMED,Condition,S,6,4,Clinical Finding,1.30E+14,20140731,20991231,
765.23.01,PREMATURITY 25 WEEKS,12,,,0.77,APPROVED,37016221,Baby premature 25 weeks,SNOMED,Condition,S,0,1,Clinical Finding,1.59E+16,20160131,20991231,
756.6.01,ABSENCE OF DIAPHRAGM CONGENITAL,5,,,0.93,APPROVED,4247908,Congenital absence of diaphragm,SNOMED,Condition,S,0,2,Clinical Finding,72424001,20020131,20991231,
765.23.02,PREMATURITY 26 WEEKS,17,,,0.8,APPROVED,37016222,Baby premature 26 weeks,SNOMED,Condition,S,0,1,Clinical Finding,1.59E+16,20160131,20991231,
621.8.01,UTERINE SCAR,2,,,0.58,APPROVED,4096256,Scarring of uterus,SNOMED,Condition,S,6,1,Clinical Finding,249019000,20020131,20991231,
617.5.02,ENDOMETRIOSIS OF COLON,1,,,1,APPROVED,4260818,Endometriosis of colon,SNOMED,Condition,S,0,2,Clinical Finding,44601009,20020131,20991231,
743.51.01,PERSISTANT HYPERPLASTIC VITREOUS,1,,,0.79,APPROVED,4200132,Persistent hyperplastic primary vitreous,SNOMED,Condition,S,1,1,Clinical Finding,314270008,20020131,20991231,
432.1.09,SUBDURAL HEMATOMA,1,,,1,APPROVED,4318408,Subdural hematoma,SNOMED,Condition,S,7,4,Clinical Finding,95453001,20020131,20991231,
363.20.3,UVEITIS POSTERIOR,2,,,0.81,APPROVED,4183040,Posterior uveitis,SNOMED,Condition,S,4,1,Clinical Finding,43363007,20020131,20991231,
757.6.03,ACCESSORY TISSUE OF BREAST,1,,,0.78,APPROVED,4056354,Accessory breast,SNOMED,Condition,S,1,1,Clinical Finding,18166000,20020131,20991231,
478.19.12,NASAL CONGESTION,2,,,1,APPROVED,4195085,Nasal congestion,SNOMED,Condition,S,1,1,Clinical Finding,68235000,20020131,20991231,
617.5.03,ENDOMETRIOSIS OF RECTUM,1,,,1,APPROVED,4317964,Endometriosis of rectum,SNOMED,Condition,S,0,4,Clinical Finding,9563009,20020131,20991231,
747.21.08,PERSISTENT RIGHT AORTIC ARCH,4,,,1,APPROVED,4009628,Right aortic arch,SNOMED,Condition,S,3,3,Clinical Finding,111321007,20020131,20991231,
424.2.01,tricuspid insufficiency/regurgitation,1,,,0.69,APPROVED,4006971,Tricuspid valve regurgitation,SNOMED,Condition,S,12,3,Clinical Finding,111287006,20020131,20991231,
756.0.11,PIERRE ROBIN SYNDROME,1,,,1,APPROVED,4263588,Robin sequence,SNOMED,Condition,S,5,1,Clinical Finding,4602007,20020131,20991231,
289.81.1,ACTIVATED PROTEIN C RESISTANCE,3,,,1,APPROVED,4225324,Resistance to activated protein C due to Factor V Leiden,SNOMED,Condition,S,0,1,Clinical Finding,421527008,20060731,20991231,
389.9.02,DEAFNESS   HEARING LOSS CONGENITAL,4,,,0.57,APPROVED,4318712,Congenital deafness,SNOMED,Condition,S,6,2,Clinical Finding,95828007,20020131,20991231,
796.66,NEONATAL AABR SCREEN BILATERAL FAIL,115,,,0.48,APPROVED,4047553,Hearing test bilateral abnormality,SNOMED,Condition,S,0,2,Clinical Finding,134374006,20020131,20991231,
239.0.09,tumor of digestive system,37,,,0.8,APPROVED,40491001,Malignant neoplasm of digestive system,SNOMED,Condition,S,268,2,Clinical Finding,448675008,20110731,20991231,
685.1.01,PILONIDAL DIMPLE,18,,,0.69,APPROVED,4033662,Hair sinus,SNOMED,Condition,S,6,2,Clinical Finding,238496008,20020131,20991231,
70.51,ACUTE HEPATITIS C,1,,,1,APPROVED,192242,Acute hepatitis C,SNOMED,Condition,S,0,2,Clinical Finding,235866006,20020131,20991231,
695.89.1,SWEETS SYNDROME,1,,,0.88,APPROVED,4225434,Acute febrile neutrophilic dermatosis,SNOMED,Condition,S,2,3,Clinical Finding,84625002,20020131,20991231,
515.0.04,IDIOPATHYC PULMONARY FIBROSIS (IPF),1,,,0.63,APPROVED,45763750,Idiopathic pulmonary fibrosis,SNOMED,Condition,S,2,3,Clinical Finding,700250006,20140731,20991231,
389.9.01,DEAFNESS  HEARING LOSS,1,,,0.54,APPROVED,377889,Hearing loss,SNOMED,Condition,S,46,1,Clinical Finding,15188001,20020131,20991231,
685.1.09,PILONIDAL SINUS,2,,,1,APPROVED,4033662,Hair sinus,SNOMED,Condition,S,6,2,Clinical Finding,238496008,20020131,20991231,
648.71.1,SYMPHYSIOLYSIS WITH DELIVERY,3,,,0.69,APPROVED,4219839,Symphysiolysis,SNOMED,Condition,S,0,4,Clinical Finding,41766008,20020131,20991231,
345.10.1,EPILEPSY GENERALIZED CONVULSIONS WITH MYOCLONIC SEIZURES,3,,,0.73,APPROVED,4043413,Myoclonic astatic epilepsy,SNOMED,Condition,S,2,1,Clinical Finding,230421008,20020131,20991231,
560.9.01,ILEAL OBSTRUCTION,1,,,0.83,APPROVED,4090129,Small bowel obstruction,SNOMED,Condition,S,18,2,Clinical Finding,281255004,20020131,20991231,
v1.03,twin pregnancy- bichorionic/ biamniotic,264,,,0.65,APPROVED,43021054,Dichorionic diamniotic twin pregnancy,SNOMED,Condition,S,0,1,Clinical Finding,459166009,20130131,20991231,
253.8.01,PITUITARY APOPLEXY,2,,,1,APPROVED,4129534,Pituitary apoplexy,SNOMED,Condition,S,0,1,Clinical Finding,237701005,20020131,20991231,
389.9.02,DEAFNESS \\  HEARING LOSS CONGENITAL,1,,,0.46,APPROVED,4318712,Congenital deafness,SNOMED,Condition,S,6,2,Clinical Finding,95828007,20020131,20991231,
515.0.07,ACUTE INTERSTITIAL PNEUMONITIS (AIP),1,,,0.72,APPROVED,4148529,Primary atypical interstitial pneumonia,SNOMED,Condition,S,0,1,Clinical Finding,35037009,20020131,20991231,
288.09.3,IMMUNE NEUTROPENIA,1,,,1,APPROVED,4276649,Immune neutropenia,SNOMED,Condition,S,2,1,Clinical Finding,65623009,20020131,20991231,
648.73.1,SYMPHYSIOLYSIS ANTEPARTUM,86,,,0.7,APPROVED,4219839,Symphysiolysis,SNOMED,Condition,S,0,4,Clinical Finding,41766008,20020131,20991231,
272.0.03,HYPERCHOLESTEROLEMIA PRIMARY,17,,,0.9,APPROVED,4031945,Primary hypercholesterolemia,SNOMED,Condition,S,4,1,Clinical Finding,238076009,20020131,20991231,
796.65,NEONATAL AABR SCREEN UNILATERAL FAIL,154,,,0.47,APPROVED,4046876,Hearing test left abnormality,SNOMED,Condition,S,1,1,Clinical Finding,134375007,20020131,20991231,
796.65,NEONATAL AABR SCREEN UNILATERAL FAIL,154,,,0.47,APPROVED,4046877,Hearing test right abnormality,SNOMED,Condition,S,1,1,Clinical Finding,134376008,20020131,20991231,
751.2.04,IMPERFORATE ANUS,4,,,1,APPROVED,4002465,Imperforate anus,SNOMED,Condition,S,1,1,Clinical Finding,204731006,20020131,20991231,
648.74.1,SYMPHYSIOLYSIS POSTPARTUM,4,,,0.73,APPROVED,4219839,Symphysiolysis,SNOMED,Condition,S,0,4,Clinical Finding,41766008,20020131,20991231,
v91.02,twin pregnancy- monochorionic/ biamniotic,123,,,0.67,APPROVED,43021951,Monochorionic diamniotic twin pregnancy,SNOMED,Condition,S,2,1,Clinical Finding,459168005,20130131,20991231,
780.2.01,SYNCOPE,30,,,1,APPROVED,135360,Syncope,SNOMED,Condition,S,13,2,Clinical Finding,271594007,20020131,20991231,
272.3.09,HYPERCHYLOMICRONEMIA,1,,,1,APPROVED,437521,Familial hyperchylomicronemia,SNOMED,Condition,S,3,1,Clinical Finding,267435002,20020131,20991231,
345.10.2,EPILEPSY GNENRALIZED CONVULSIONS WITH TONIC SEIZURES,2,,,0.62,APPROVED,4055361,Generalized epilepsy,SNOMED,Condition,S,9,1,Clinical Finding,19598007,20020131,20991231,
345.10.2,EPILEPSY GNENRALIZED CONVULSIONS WITH TONIC SEIZURES,2,,,0.62,APPROVED,4290772,Myoclonic seizure,SNOMED,Condition,S,6,3,Clinical Finding,37356005,20020131,20991231,
276.7.09,HYPERKALEMIA,2,,,1,APPROVED,434610,Hyperkalemia,SNOMED,Condition,S,9,1,Clinical Finding,14140009,20020131,20991231,
330.1.06,TAY-SACHS DISEASE,1,,,1,APPROVED,4009170,Tay-Sachs disease,SNOMED,Condition,S,3,2,Clinical Finding,111385000,20020131,20991231,
276.7.01,HYPERKALEMIA SEVERE,1,,,0.84,APPROVED,434610,Hyperkalemia,SNOMED,Condition,S,9,1,Clinical Finding,14140009,20020131,20991231,
v91.01,twin pregnancy- monochorionic/ monoamniotic,11,,,0.71,APPROVED,43021952,Monochorionic monoamniotic twin pregnancy,SNOMED,Condition,S,0,1,Clinical Finding,459171002,20130131,20991231,
V30.00.02,TERM INFANT SGA,487,,,0.68,APPROVED,4212260,Term infant,SNOMED,Condition,S,0,2,Clinical Finding,57891003,20020131,20991231,
V30.00.02,TERM INFANT SGA,487,,,0.68,APPROVED,4064286,Small-for-dates baby,SNOMED,Condition,S,0,2,Clinical Finding,199612005,20020131,20991231,
345.50.2,EPILEPSY PARTIAL MOTOR,11,,,0.72,APPROVED,374915,Localization-related epilepsy,SNOMED,Condition,S,13,2,Clinical Finding,230381009,20020131,20991231,
136.9.03,ADEM - ACUTE DISSEMINATED ENCEPHALOMYELITIS,3,,,1,APPROVED,374021,Acute disseminated encephalomyelitis,SNOMED,Condition,S,4,4,Clinical Finding,83942000,20020131,20991231,
272.2.09,HYPERLIPIDEMIA MIXED,1,,,0.91,APPROVED,438720,Mixed hyperlipidemia,SNOMED,Condition,S,2,1,Clinical Finding,267434003,20020131,20991231,
255.8.01,ADRENAL MASS,1,,,1,APPROVED,4029581,Adrenal mass,SNOMED,Condition,S,6,2,Clinical Finding,237783006,20020131,20991231,
275.3.01,HYPERPHOSPHATEMIA,1,,,1,APPROVED,4065502,Hyperphosphatemia,SNOMED,Condition,S,2,1,Clinical Finding,20165001,20020131,20991231,
756.0.04,HYPERTELORISM,3,,,1,APPROVED,4318653,Hypertelorism,SNOMED,Condition,S,8,1,Clinical Finding,22006008,20020131,20991231,
V30.00.2,TERM SINGLE LIVEBORN  BORN IN HOSPITAL  -  SGA,16,,,0.51,APPROVED,4212260,Term infant,SNOMED,Condition,S,0,2,Clinical Finding,57891003,20020131,20991231,
796.63,NEONATAL OAE SCREEN BILATERAL FAIL,279,,,0.51,APPROVED,4047553,Hearing test bilateral abnormality,SNOMED,Condition,S,0,2,Clinical Finding,134374006,20020131,20991231,
425.4.02,HYPERTROPHIC CARDIOMYOPATHY,1,,,1,APPROVED,4124693,Hypertrophic cardiomyopathy,SNOMED,Condition,S,18,2,Clinical Finding,233873004,20020131,20991231,
273.8.03,HYPOALBUMINEMIA,3,,,1,APPROVED,4001047,Hypoalbuminemia,SNOMED,Condition,S,2,1,Clinical Finding,119247004,20020131,20991231,
270.2.01,ALBINISM,4,,,1,APPROVED,4049014,Albinism,SNOMED,Condition,S,8,3,Clinical Finding,15890002,20020131,20991231,
275.41.09,HYPOCALCEMIA,3,,,1,APPROVED,435510,Hypocalcemia,SNOMED,Condition,S,12,1,Clinical Finding,5291005,20020131,20991231,
755.63.02,DEVELOPMENTAL DYSPLASIA OF HIP,13,,,0.92,APPROVED,4199440,Congenital hip dysplasia,SNOMED,Condition,S,2,6,Clinical Finding,52781008,20020131,20991231,
AGA,TERM SINGLE LIVEBORN BORN IN HOSPITAL  -  AGA,5,,,0.59,APPROVED,4080889,Normal birth weight,SNOMED,Condition,S,0,1,Clinical Finding,276712009,20020131,20991231,
746.87.02,DEXTROCARDIA,2,,,1,APPROVED,4100815,Dextrocardia,SNOMED,Condition,S,3,1,Clinical Finding,27637000,20020131,20991231,
276.1.09,HYPONATREMIA,17,,,1,APPROVED,4232311,Hyponatremia,SNOMED,Condition,S,13,1,Clinical Finding,89627008,20020131,20991231,
